"Method","Uri","Modules","OurName","Action","ShipsAs","CounterpartUris","CounterpartShipsAs"
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}/files","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}/files",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}/files/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}/files",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}/files/{}/$value","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSessionFileContent","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}/files/{}/$value",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}/files/$count","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSessionFileCount","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}/files/$count",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/$count","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSessionCount","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/$count",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/$count","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceScopeCount","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/$count",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/{}/files","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions/{}/files",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/{}/files/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions/{}/files",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/{}/files/{}/$value","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceUploadSessionFileContent","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions/{}/files/{}/$value",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/{}/files/$count","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceUploadSessionFileCount","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions/{}/files/$count",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/$count","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleResourceUploadSessionCount","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions/$count",""
"GET","/identitygovernance/catalogs/{}/resources/{}/roles/$count","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceRoleCount","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/$count",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScope","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{};/identitygovernance/catalogs/{}/resourcescopes;/identitygovernance/catalogs/{}/resourcescopes/{}",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScope","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResource","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/environment","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceEnvironment","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/environment",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/externaloriginresourceconnector","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceExternalOriginResourceConnector","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/externaloriginresourceconnector",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRole","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{};/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles;/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRole","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRoleResource","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/environment","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceEnvironment","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/environment",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/externaloriginresourceconnector","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceExternalOriginResourceConnector","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/externaloriginresourceconnector",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{};/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions;/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/{};/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}/files;/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/{}",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/{}/$value","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceUploadSessionFileContent","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/{}/$value",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/$count","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceUploadSessionFileCount","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/$count",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/$count","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceUploadSessionCount","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/$count",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/$count","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRoleCount","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/$count",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{};/identitygovernance/catalogs/{}/resourcescopes/{}/resource/uploadsessions;/identitygovernance/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}/files","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}/files/{};/identitygovernance/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}/files;/identitygovernance/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}/files/{}",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}/files/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}/files",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}/files/{}/$value","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceUploadSessionFileContent","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}/files/{}/$value",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}/files/$count","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceUploadSessionFileCount","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}/files/$count",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/$count","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceUploadSessionCount","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/uploadsessions/$count",""
"GET","/identitygovernance/catalogs/{}/resources/{}/scopes/$count","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeCount","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/$count",""
"GET","/identitygovernance/catalogs/{}/resourcescopes","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScope","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes",""
"GET","/identitygovernance/catalogs/{}/resourcescopes/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScope","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes",""
"GET","/identitygovernance/catalogs/{}/resourcescopes/{}/resource","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResource","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource",""
"GET","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/environment","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceEnvironment","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/environment",""
"GET","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/externaloriginresourceconnector","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceExternalOriginResourceConnector","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/externaloriginresourceconnector",""
"GET","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRole","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles",""
"GET","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRole","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles",""
"GET","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRoleResource","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource",""
"GET","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/environment","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceEnvironment","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/environment",""
"GET","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/externaloriginresourceconnector","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceExternalOriginResourceConnector","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/externaloriginresourceconnector",""
"GET","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions",""
"GET","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions",""
"GET","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}/files","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files",""
"GET","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}/files/{}","Identity.Governance","Get-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceUploadSessionFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/files",""
